Hostel_ID,Month,Season,Hostel_Rooms,Occupied_Rooms,Occupancy_Percentage,Students,Building_Age_Years,Floors,Hostel_Area_sqft,Mess_Area_sqft,Daily_Mess_Attendance,Breakfast_Meals,Lunch_Meals,Dinner_Meals,Kitchen_Equipment,AC_Units,Fans,Lights,Computers,WiFi_Access_Points,Washing_Machines,Water_Pumps,Solar_Panels,Solar_Generation_kWh,Outdoor_Temperature_C,Humidity_Percentage,Water_Consumption_Liters,Generator_Hours,Power_Outage_Hours,Peak_Load_kW,Electricity_Tariff_RsPerkWh,Urban,Monthly_Electricity_kWh,Monthly_Electricity_Bill_Rs
H09648,Mar,Summer,203,117,57.64,351,33,6,48517,7877,301,301,292,289,20,4,414,1218,66,15,18,7,1,3292,37.6,42.0,60021,4.4,6.5,40.34,8.78,1,10705,93989.9
H09649,Dec,Winter,293,223,76.11,669,11,2,53326,10388,556,556,529,531,14,11,723,879,50,17,22,7,1,1049,22.0,40.6,138483,2.2,4.0,62.26,8.45,1,15893,134295.85
H09650,Jun,Monsoon,369,233,63.14,699,20,6,66420,10510,649,649,627,617,23,45,723,1476,60,3,21,3,0,0,29.8,79.0,150285,10.2,11.2,111.04,10.16,1,24278,246664.48
H09651,Sep,Monsoon,208,140,67.31,560,23,5,41600,7726,531,531,502,526,9,22,583,1040,5,11,22,1,0,0,28.6,71.2,105840,1.4,2.0,60.01,9.4,0,14948,140511.2
H09652,Oct,Autumn,227,180,79.3,540,33,5,48578,9336,446,446,445,423,16,6,566,1135,29,9,20,2,0,0,27.2,53.5,92880,7.8,9.6,36.99,7.37,0,13354,98418.98
H09653,Apr,Summer,259,246,94.98,492,4,7,47656,10326,447,447,446,430,8,24,543,777,6,20,11,7,0,0,39.2,38.8,68388,8.8,11.2,69.03,9.25,0,16142,149313.5
H09654,Nov,Autumn,330,198,60.0,594,16,7,59730,12734,541,541,537,530,15,24,636,1320,13,4,8,5,1,1076,24.9,59.4,105138,4.7,7.1,79.84,8.37,0,17240,144298.8
H09655,Aug,Monsoon,248,239,96.37,478,10,6,60512,11111,446,446,435,444,17,13,547,992,41,14,5,1,1,2001,28.6,71.5,80782,4.5,5.2,52.3,9.95,0,12619,125559.05
H09656,Jul,Monsoon,155,116,74.84,116,9,7,36425,5266,103,103,101,98,21,5,148,775,5,13,21,6,1,563,27.7,87.1,14732,0.0,0.9,20.09,6.58,0,7458,49073.64
H09657,Jan,Winter,113,86,76.11,344,16,4,26329,4486,282,282,268,274,34,1,424,452,67,14,20,4,0,0,24.1,45.8,49536,7.7,8.8,30.38,7.91,1,9408,74417.28
H09658,Jan,Winter,133,116,87.22,348,8,7,30723,4911,307,307,299,305,23,19,409,399,38,4,26,2,0,0,27.9,52.7,70644,5.3,5.7,55.4,8.12,1,11932,96887.84
H09659,Jul,Monsoon,131,72,54.96,216,9,3,27510,4164,203,203,192,195,28,6,264,786,41,13,28,4,1,2421,29.4,93.7,26136,6.1,8.9,29.01,7.05,0,8622,60785.1
H09660,Dec,Winter,365,347,95.07,1041,35,6,71905,12909,981,981,941,972,35,6,1094,1825,79,8,10,1,0,0,21.6,52.6,145740,8.9,10.6,52.13,9.6,1,21054,202118.4
H09661,Jun,Monsoon,357,269,75.35,538,15,7,77826,17084,504,504,490,493,16,26,579,1071,67,17,15,7,0,0,25.0,74.8,116746,0.0,1.0,65.91,6.56,1,18332,120257.92
H09662,May,Summer,344,251,72.97,753,3,5,72240,15377,735,735,727,723,8,10,784,1720,5,4,28,3,0,0,31.3,52.7,118221,4.8,7.3,62.9,6.55,1,17971,117710.05
H09663,Mar,Summer,127,96,75.59,192,6,8,27940,5685,159,159,152,151,19,18,219,381,23,9,15,7,1,764,37.3,46.5,37248,1.0,1.1,53.76,8.46,1,10040,84938.4
H09664,Jun,Monsoon,193,110,56.99,330,26,8,43618,7428,321,321,312,309,18,23,376,579,24,17,13,2,1,971,25.6,71.4,58740,9.2,11.4,55.92,7.4,0,12799,94712.6
H09665,Sep,Monsoon,310,245,79.03,735,15,3,60140,13217,688,688,686,658,40,36,760,1240,41,9,26,5,0,0,29.4,82.0,149940,8.3,9.9,100.27,7.71,1,23475,180992.25
H09666,Dec,Winter,380,224,58.95,448,18,6,83980,17148,376,376,375,362,18,21,473,2280,7,8,23,7,0,0,21.3,46.2,68992,4.7,6.8,73.44,8.1,0,18815,152401.5
H09667,Feb,Winter,261,253,96.93,506,17,8,52722,8808,493,493,470,471,37,15,552,1566,61,15,5,5,0,0,27.5,54.1,111320,8.7,11.4,60.0,9.3,1,17083,158871.9
H09668,May,Summer,130,119,91.54,119,4,7,26260,4808,107,107,101,103,38,6,163,780,78,8,29,5,0,0,31.6,53.1,22729,1.5,2.2,36.62,7.31,0,9561,69890.91
H09669,Aug,Monsoon,359,253,70.47,1012,30,6,70005,11824,950,950,896,924,15,41,1086,1077,80,11,7,3,1,554,33.0,70.3,133584,4.0,6.3,121.42,8.58,1,25318,217228.44
H09670,May,Summer,190,113,59.47,226,15,8,35720,7067,217,217,205,210,23,24,289,760,25,9,12,5,0,0,34.9,57.2,35934,6.5,8.6,72.33,9.93,1,13056,129646.08
H09671,Dec,Winter,335,271,80.9,813,5,3,62645,9688,726,726,714,705,27,1,881,1005,7,12,14,4,1,2095,27.6,53.8,104877,3.8,6.4,44.29,8.72,1,15189,132448.08
H09672,Jul,Monsoon,120,101,84.17,202,5,2,28080,4624,193,193,183,183,17,13,248,600,61,14,24,3,1,2475,29.0,94.8,28078,7.5,7.8,43.33,8.57,0,9135,78286.95
H09673,Aug,Monsoon,185,135,72.97,405,5,6,39035,6222,347,347,339,336,33,13,466,740,80,16,5,1,0,0,25.9,74.5,65205,1.7,2.5,45.27,8.64,1,12410,107222.4
H09674,Jun,Monsoon,234,133,56.84,266,13,3,45396,7850,245,245,237,243,22,28,326,1404,66,17,17,8,0,0,33.0,86.3,47880,0.0,1.3,69.85,10.43,1,15643,163156.49
H09675,Aug,Monsoon,155,149,96.13,447,19,8,35650,5456,415,415,398,410,35,1,515,930,74,13,30,8,1,2917,26.3,76.0,57663,0.0,0.4,27.07,7.65,1,10636,81365.4
H09676,Apr,Summer,327,279,85.32,1116,11,2,73575,12293,1050,1050,1032,1018,30,9,1187,981,26,6,20,3,1,1242,41.0,47.4,177444,6.6,8.3,69.11,9.91,1,20641,204552.31
H09677,Jul,Monsoon,89,51,57.3,153,6,7,18334,3938,140,140,138,139,12,7,226,356,30,10,6,8,1,1911,32.9,93.2,21573,6.3,6.5,22.18,7.98,1,6351,50680.98
H09678,Oct,Autumn,179,145,81.01,435,10,4,32578,6477,361,361,359,350,19,24,501,1074,31,9,12,7,0,0,26.8,64.0,75255,8.3,8.6,69.77,9.39,1,15348,144117.72
H09679,Feb,Winter,347,287,82.71,287,11,2,85015,16172,242,242,234,241,38,46,325,1735,18,5,29,3,0,0,24.9,40.1,61418,7.9,10.7,104.14,9.05,1,21567,195181.35
H09680,May,Summer,246,192,78.05,576,28,5,48708,7935,501,501,483,500,40,1,598,984,14,14,27,3,1,1215,39.8,55.2,107712,8.4,11.4,27.76,7.28,1,13248,96445.44
H09681,Sep,Monsoon,177,116,65.54,348,24,2,36462,6637,328,328,314,315,33,4,385,885,48,20,21,5,0,0,32.3,85.1,74124,0.6,3.1,41.19,9.53,0,11326,107936.78
H09682,Oct,Autumn,248,188,75.81,188,25,6,52824,7902,174,174,164,167,39,4,259,1488,77,10,3,5,0,0,26.3,48.5,24628,6.1,8.9,31.32,10.1,1,11535,116503.5
H09683,Apr,Summer,162,94,58.02,376,26,8,38070,6267,338,338,334,327,23,15,431,486,41,14,3,5,1,757,32.3,35.7,56024,0.0,0.2,48.1,10.23,1,10915,111660.45
H09684,Aug,Monsoon,326,215,65.95,860,16,3,75632,13752,781,781,765,752,32,12,936,978,50,18,30,2,1,3368,30.4,74.4,165120,0.0,2.5,57.74,9.51,1,17463,166073.13
H09685,Oct,Autumn,271,167,61.62,167,29,7,50948,8804,154,154,148,152,23,36,197,1355,61,19,9,3,1,963,28.3,61.4,32565,10.3,11.8,86.89,7.72,0,15950,123134.0
H09686,May,Summer,228,168,73.68,504,31,6,51984,9914,450,450,437,428,22,27,540,1140,75,19,30,3,1,2604,36.6,39.5,93240,6.1,8.6,77.75,10.01,0,16740,167567.4
H09687,May,Summer,68,39,57.35,156,35,3,13532,2349,132,132,128,130,40,6,181,408,5,10,29,6,0,0,39.6,45.7,28236,1.7,1.9,21.35,9.22,0,7686,70864.92
H09688,May,Summer,310,242,78.06,242,9,8,65100,14311,214,214,204,210,34,23,321,1240,18,8,3,3,1,1528,39.2,56.0,31702,5.7,7.6,52.25,7.86,1,13856,108908.16
H09689,Apr,Summer,70,45,64.29,90,11,4,13790,1969,81,81,78,77,10,1,153,280,68,5,8,4,1,968,38.2,52.8,14310,5.2,6.9,9.49,8.61,1,5000,43050.0
H09690,Oct,Autumn,282,177,62.77,354,9,5,60066,11941,316,316,305,309,9,31,420,1692,22,3,26,8,1,1450,27.5,59.2,55578,1.0,2.3,87.47,7.42,0,16529,122645.18
H09691,Mar,Summer,259,190,73.36,570,19,4,54131,10620,492,492,474,471,13,6,635,1554,30,18,25,4,1,2704,31.6,59.0,117990,3.9,4.5,48.71,9.46,1,14073,133130.58
H09692,Nov,Autumn,364,232,63.74,232,25,8,66976,14154,205,205,200,199,17,7,258,2184,66,7,15,4,1,3015,22.9,47.1,43616,8.9,11.8,24.22,6.76,0,12159,82194.84
H09693,Mar,Summer,196,126,64.29,252,2,2,46060,9896,215,215,205,209,16,26,276,784,28,7,16,2,1,2726,40.0,54.4,30492,11.1,11.6,67.11,7.81,1,12495,97585.95
H09694,Mar,Summer,317,182,57.41,182,26,3,77348,14001,170,170,165,168,13,40,244,951,66,6,8,7,0,0,37.0,43.8,26754,10.3,10.6,83.12,7.86,0,16925,133030.5
H09695,Apr,Summer,344,263,76.45,526,8,4,62264,12505,513,513,495,507,40,41,576,1376,56,16,17,5,1,2552,39.9,36.0,96784,0.2,2.5,90.54,6.58,1,20788,136785.04
H09696,Sep,Monsoon,118,80,67.8,80,32,6,29146,4838,70,70,67,66,8,1,113,472,31,15,28,8,1,1547,28.2,94.4,15600,8.4,10.8,23.31,10.47,1,5516,57752.52
H09697,Apr,Summer,180,145,80.56,435,14,2,37980,7402,362,362,342,355,11,23,507,900,37,4,8,6,0,0,35.3,38.3,72210,10.2,11.7,61.98,10.45,0,14564,152193.8
H09698,Jul,Monsoon,264,251,95.08,1004,8,2,59136,12758,878,878,873,870,21,27,1045,1056,23,6,21,4,0,0,31.0,93.1,184736,3.5,4.3,85.3,9.72,1,22087,214685.64
H09699,Dec,Winter,285,169,59.3,507,6,2,64410,12221,468,468,450,456,29,30,583,1710,30,16,30,4,1,345,27.5,56.3,105963,9.0,11.1,82.82,9.68,1,19998,193580.64
H09700,Jul,Monsoon,141,118,83.69,472,15,3,26508,5105,402,402,386,392,28,0,500,705,9,13,10,6,0,0,32.9,88.6,74576,7.8,10.0,22.73,10.33,0,10545,108929.85
H09701,Nov,Autumn,194,110,56.7,330,16,2,47918,9462,316,316,304,305,32,4,363,970,19,9,13,2,1,3375,31.9,67.7,47190,1.4,1.9,29.32,9.21,1,8744,80532.24
H09702,Jul,Monsoon,140,86,61.43,258,27,6,33740,6385,240,240,227,236,40,9,306,420,66,3,11,5,0,0,31.1,72.3,47472,2.9,5.5,43.5,7.7,1,10524,81034.8
H09703,Jun,Monsoon,85,63,74.12,126,14,2,16065,3268,117,117,116,111,19,10,174,255,41,20,18,7,1,516,32.8,93.1,22176,10.9,11.4,41.45,8.07,1,8317,67118.19
H09704,Aug,Monsoon,180,174,96.67,522,30,4,32940,5125,445,445,425,431,39,15,563,720,63,11,27,2,1,2850,32.7,72.5,82998,0.0,0.2,48.99,10.31,0,13700,141247.0
H09705,Aug,Monsoon,294,274,93.2,822,11,4,56448,10860,769,769,736,731,28,7,873,1176,30,15,18,4,1,2492,24.3,92.5,121656,7.9,9.0,52.48,10.18,0,16250,165425.0
H09706,Jan,Winter,292,292,100.0,584,26,4,56648,9705,563,563,547,556,37,1,645,1460,52,9,20,2,1,2997,21.8,54.6,95776,0.6,0.8,37.51,7.79,1,13259,103287.61
H09707,Nov,Autumn,112,75,66.96,150,35,6,25872,4461,133,133,130,130,15,3,229,336,69,12,25,2,0,0,24.7,51.5,30150,0.0,0.0,21.35,7.57,1,6923,52407.11
H09708,Jun,Monsoon,63,47,74.6,94,25,5,15561,2437,87,87,83,86,20,0,163,378,14,8,11,3,1,1527,31.5,94.6,12314,5.3,6.8,16.26,7.19,0,5000,35950.0
H09709,Mar,Summer,149,130,87.25,130,26,6,36505,6389,121,121,119,118,17,13,189,447,63,13,9,3,1,1889,32.4,47.2,24700,2.0,4.9,45.29,7.05,0,7943,55998.15
H09710,Jan,Winter,153,99,64.71,396,19,6,37332,6418,345,345,326,338,12,10,450,765,6,17,22,2,0,0,22.3,47.4,62568,0.8,1.5,46.67,9.6,0,10520,100992.0
H09711,Aug,Monsoon,210,202,96.19,404,22,8,42000,8590,351,351,341,336,39,4,429,630,22,20,23,4,0,0,30.1,84.3,51308,0.5,2.3,34.73,6.91,1,11340,78359.4
H09712,Apr,Summer,149,104,69.8,312,12,8,30694,4392,287,287,279,278,10,3,366,596,64,9,4,1,1,1241,38.1,45.7,43056,5.3,6.5,24.27,8.31,0,8149,67718.19
H09713,Mar,Summer,368,239,64.95,956,21,6,90528,15215,838,838,792,798,11,39,977,2208,28,9,30,4,0,0,38.9,59.7,183552,4.0,5.5,112.13,9.03,1,26214,236712.42
H09714,Jun,Monsoon,181,153,84.53,306,17,3,43802,6633,258,258,257,250,9,12,358,543,27,15,22,4,0,0,28.3,72.0,66402,9.8,10.9,40.65,9.63,0,10865,104629.95
H09715,Feb,Winter,337,187,55.49,374,6,4,65715,9500,309,309,305,303,39,34,409,1011,7,8,19,2,0,0,27.7,60.1,75174,1.0,2.4,82.51,10.37,0,18353,190320.61
H09716,Oct,Autumn,277,226,81.59,452,31,3,50137,8474,398,398,397,383,37,11,506,1662,47,8,12,8,0,0,25.9,69.7,85428,4.6,6.7,37.82,9.24,0,15393,142231.32
H09717,Mar,Summer,304,174,57.24,348,24,8,75088,16027,324,324,306,321,34,29,410,912,57,18,29,7,0,0,41.8,56.7,63336,9.0,12.0,82.64,9.3,0,18277,169976.1
H09718,Jun,Monsoon,177,100,56.5,300,27,5,41064,7203,262,262,248,255,30,21,349,708,56,13,30,2,0,0,24.5,83.9,49200,2.9,5.6,69.05,8.18,0,13280,108630.4
H09719,Jul,Monsoon,253,179,70.75,716,24,8,47564,8664,688,688,670,686,15,36,765,759,48,13,27,4,1,2643,24.3,86.4,96660,6.0,8.8,96.54,6.65,1,19114,127108.1
H09720,Dec,Winter,245,227,92.65,681,30,5,60760,11937,619,619,586,615,8,4,728,735,54,7,20,3,0,0,20.6,49.5,92616,1.7,3.2,49.95,9.81,1,13799,135368.19
H09721,Apr,Summer,129,98,75.97,196,11,7,24510,3823,174,174,164,170,36,6,269,774,47,18,28,3,1,3142,40.6,55.1,28420,0.5,1.9,31.71,7.42,1,8688,64464.96
H09722,Mar,Summer,333,216,64.86,864,26,4,79254,13215,775,775,752,759,16,13,893,1998,53,17,11,2,1,937,39.3,59.5,179712,2.5,3.8,65.22,8.02,1,20008,160464.16
H09723,Oct,Autumn,277,251,90.61,502,22,7,67034,10747,464,464,442,448,20,9,547,831,25,3,25,6,1,1391,31.6,53.5,77308,8.7,11.3,39.65,10.25,1,13714,140568.5
H09724,Mar,Summer,288,158,54.86,316,31,7,52992,10323,263,263,261,259,25,9,392,864,72,5,28,4,1,3251,32.4,57.0,45188,3.6,5.5,35.87,9.76,0,11370,110971.2
H09725,Apr,Summer,384,290,75.52,580,16,7,77568,11624,567,567,550,563,9,14,604,1152,11,14,19,1,0,0,38.5,52.3,87580,0.0,0.0,65.14,7.77,0,16198,125858.46
H09726,Jul,Monsoon,290,268,92.41,536,35,4,62640,11932,451,451,426,441,14,33,584,1160,27,3,17,4,0,0,26.8,79.4,117920,2.8,3.6,86.74,7.78,1,18217,141728.26
H09727,Jun,Monsoon,139,96,69.06,288,33,7,28356,6132,262,262,260,257,19,18,358,834,30,18,27,2,1,879,25.7,93.0,46368,5.8,8.0,51.35,10.28,1,11751,120800.28
H09728,Aug,Monsoon,396,298,75.25,596,20,2,87120,13404,534,534,503,531,29,32,671,1188,46,16,21,8,0,0,31.1,84.5,98340,6.4,8.0,80.21,9.65,0,21710,209501.5
H09729,Sep,Monsoon,345,310,89.86,620,17,6,81075,17235,510,510,490,499,32,2,645,1380,17,20,26,1,1,853,32.4,74.4,122140,0.0,0.8,46.78,7.77,0,15358,119331.66
H09730,May,Summer,203,142,69.95,426,11,5,49126,9753,381,381,364,373,8,15,492,812,75,10,19,7,0,0,31.5,54.4,63900,2.0,3.6,62.71,10.27,0,13184,135399.68
H09731,Sep,Monsoon,160,106,66.25,212,28,7,38240,8244,188,188,181,184,16,5,273,480,38,3,14,8,0,0,29.2,93.1,26500,2.1,2.8,30.12,8.63,1,8319,71792.97
H09732,May,Summer,380,352,92.63,1408,26,6,74480,16107,1307,1307,1268,1244,28,1,1457,2280,17,6,10,8,0,0,32.5,45.1,230912,8.3,10.9,67.74,9.65,0,24705,238403.25
H09733,Sep,Monsoon,303,213,70.3,639,33,4,73326,14835,558,558,540,544,20,7,659,1818,28,11,17,4,1,3235,28.9,70.4,107352,8.7,9.3,43.33,10.08,1,14902,150212.16
H09734,Nov,Autumn,243,138,56.79,414,31,6,52488,9110,372,372,365,361,15,21,468,1458,60,7,22,3,1,1946,26.1,56.3,69138,0.0,1.9,56.99,6.8,0,14726,100136.8
H09735,Jan,Winter,74,56,75.68,224,2,6,17464,2990,216,216,210,209,27,10,298,444,10,16,27,2,1,800,20.0,52.4,33152,1.6,2.0,36.37,7.21,0,8265,59590.65
H09736,Jun,Monsoon,78,47,60.26,47,35,4,14352,2791,44,44,42,43,32,1,110,234,37,9,16,6,0,0,27.3,82.4,7379,2.1,4.6,13.97,9.6,1,5320,51072.0
H09737,Jun,Monsoon,66,52,78.79,156,9,4,13266,2407,147,147,145,144,12,4,217,198,65,15,10,2,0,0,29.7,87.9,30264,4.9,5.7,20.42,9.86,1,6039,59544.54
H09738,Nov,Autumn,387,278,71.83,834,9,4,75465,11498,759,759,739,751,20,52,862,1548,77,15,24,6,0,0,28.4,62.8,135108,0.5,3.2,129.22,6.62,1,27135,179633.7
H09739,Dec,Winter,310,273,88.06,273,20,4,73470,12584,246,246,242,243,11,8,328,1860,62,4,28,7,0,0,27.3,40.9,51597,5.5,6.8,38.86,8.73,0,13617,118876.41
H09740,Nov,Autumn,324,245,75.62,980,24,2,77760,11758,853,853,844,811,18,45,1006,1296,63,9,14,7,1,2763,28.4,58.8,130340,0.9,1.4,112.44,8.96,0,24881,222933.76
H09741,Oct,Autumn,123,113,91.87,339,26,7,28905,4789,288,288,287,287,9,0,393,738,23,12,18,6,1,2456,22.6,68.4,52884,0.0,0.3,34.4,8.56,1,7064,60467.84
H09742,Nov,Autumn,207,132,63.77,528,9,4,48024,9728,479,479,469,476,27,18,596,1035,7,11,13,4,0,0,27.5,65.2,72864,6.2,7.4,55.77,7.85,1,15255,119751.75
H09743,Oct,Autumn,165,141,85.45,564,21,4,40260,8728,534,534,502,525,28,14,620,825,15,17,7,3,1,850,28.1,50.1,110544,5.0,7.9,56.83,7.66,1,13835,105976.1
H09744,Dec,Winter,92,60,65.22,120,6,7,16744,3140,108,108,105,107,21,13,169,368,32,9,24,8,0,0,25.6,48.4,25800,0.0,0.5,42.73,8.81,1,8010,70568.1
H09745,Jan,Winter,246,190,77.24,760,14,3,53628,7808,671,671,662,658,37,33,832,1476,60,15,3,4,1,1629,23.3,62.2,102600,0.4,2.7,92.58,7.28,1,20771,151212.88
H09746,Sep,Monsoon,204,166,81.37,166,4,7,50796,8490,156,156,148,152,16,26,244,612,20,18,18,1,0,0,31.3,73.2,36520,4.2,5.3,60.58,7.97,0,11830,94285.1
H09747,Aug,Monsoon,329,263,79.94,526,15,2,69419,12922,487,487,458,475,34,25,588,1316,23,7,3,8,0,0,31.3,84.0,79952,1.0,3.5,82.12,9.89,1,18450,182470.5
H09748,Jun,Monsoon,79,63,79.75,252,23,6,19276,2939,207,207,194,203,26,4,287,316,59,16,17,5,1,1977,30.6,91.8,48888,1.7,2.4,32.48,9.47,1,7130,67521.1
H09749,Apr,Summer,154,136,88.31,136,11,3,28028,4345,132,132,130,127,24,8,179,462,51,3,12,3,0,0,38.7,58.0,19720,3.9,5.5,29.74,7.21,1,8318,59972.78
H09750,Oct,Autumn,116,112,96.55,336,3,3,27492,4900,276,276,270,270,30,2,361,696,56,8,21,4,0,0,31.4,45.4,55104,1.4,2.5,21.33,8.59,1,9258,79526.22
H09751,Mar,Summer,223,157,70.4,628,29,7,40809,7027,612,612,600,600,17,25,695,669,21,16,5,4,0,0,32.7,46.0,87920,9.8,11.4,79.3,10.07,1,17224,173445.68
H09752,Aug,Monsoon,202,161,79.7,644,25,2,38582,7503,614,614,597,598,36,15,667,1212,65,19,30,4,1,3161,27.6,85.8,122360,9.8,10.2,62.86,9.09,1,16308,148239.72
H09753,Mar,Summer,283,190,67.14,570,13,4,63958,12779,471,471,469,466,33,24,608,849,26,20,29,4,1,1650,37.9,50.2,102600,6.1,8.4,75.19,9.89,1,18011,178128.79
H09754,Jun,Monsoon,328,184,56.1,368,33,6,73800,11493,321,321,314,317,25,23,388,1312,64,12,30,5,1,2275,28.8,87.1,46736,1.2,1.6,69.08,7.89,0,15673,123659.97
H09755,Jan,Winter,369,291,78.86,873,8,2,77121,15739,798,798,783,791,20,13,950,1476,33,16,12,4,0,0,22.8,63.2,130077,0.8,3.0,68.31,9.78,0,19882,194445.96
H09756,Feb,Winter,300,198,66.0,594,25,5,63000,11471,518,518,503,512,24,24,649,1200,65,14,22,8,1,911,20.7,57.7,71280,8.0,9.9,81.56,7.81,0,18665,145773.65
H09757,Jul,Monsoon,289,235,81.31,470,31,7,56355,9946,447,447,421,430,22,40,520,1156,65,15,30,6,1,1605,30.2,94.6,90710,9.6,11.5,87.56,9.57,0,19646,188012.22
H09758,May,Summer,139,91,65.47,182,12,8,27105,5940,176,176,173,172,37,7,254,834,9,15,5,1,1,1417,38.5,41.0,37128,5.3,6.9,30.88,7.04,1,8785,61846.4
H09759,Nov,Autumn,298,262,87.92,1048,35,2,59600,12390,1014,1014,973,1009,17,13,1100,894,63,11,26,8,1,2040,24.0,61.1,201216,1.3,2.8,71.13,8.92,0,19743,176107.56
H09760,Jun,Monsoon,170,112,65.88,224,20,2,41820,8946,189,189,185,186,27,3,261,1020,35,10,7,4,0,0,30.6,86.3,45248,1.5,2.1,25.96,8.23,1,8759,72086.57
H09761,Jun,Monsoon,297,276,92.93,1104,24,4,59697,8458,934,934,895,906,11,22,1154,1485,50,10,19,1,0,0,27.7,76.9,157872,0.0,0.6,89.94,9.46,0,22216,210163.36
H09762,Oct,Autumn,70,43,61.43,86,19,8,14140,2527,73,73,72,71,17,7,150,420,60,13,18,4,1,3341,22.8,60.9,13330,8.1,10.0,25.31,7.62,0,5501,41917.62
H09763,Sep,Monsoon,396,240,60.61,480,31,8,83556,13821,451,451,443,444,18,40,534,1188,37,9,15,4,1,510,26.5,84.1,59040,3.3,4.1,91.74,8.23,0,20201,166254.23
H09764,Jul,Monsoon,175,99,56.57,297,7,4,33425,7238,289,289,277,282,34,18,347,525,14,7,18,3,1,1993,24.3,70.9,64746,9.9,11.0,49.42,6.7,0,11820,79194.0
H09765,Jul,Monsoon,359,197,54.87,788,17,3,88673,13331,753,753,715,718,35,40,837,2154,8,15,17,1,0,0,32.1,83.7,110320,1.5,2.5,109.62,9.78,0,25169,246152.82
H09766,Apr,Summer,122,86,70.49,172,27,5,28426,4076,165,165,157,158,21,14,208,610,70,17,17,1,1,2612,39.8,57.0,25284,0.7,1.0,39.87,8.06,1,8568,69058.08
H09767,Dec,Winter,363,282,77.69,564,11,3,70785,13411,480,480,475,459,31,17,592,1452,36,14,28,4,0,0,20.6,52.0,89676,3.2,5.1,62.17,7.41,1,18164,134595.24
H09768,May,Summer,316,244,77.22,488,4,4,58776,12415,428,428,407,414,32,26,522,1264,8,6,20,5,0,0,35.3,45.2,66368,0.6,2.9,83.3,6.79,0,18032,122437.28
H09769,Feb,Winter,375,342,91.2,1026,12,3,70500,12095,980,980,937,933,23,20,1074,1125,55,20,13,1,1,2073,20.6,46.4,203148,4.8,5.8,82.52,7.92,1,21224,168094.08
H09770,Jan,Winter,197,126,63.96,252,19,8,45901,9983,238,238,228,227,24,5,302,985,77,16,26,3,1,1808,27.1,44.9,38556,9.4,11.8,40.02,10.34,0,10708,110720.72
H09771,Apr,Summer,175,120,68.57,480,11,4,37100,7429,422,422,403,416,21,6,540,1050,40,7,13,6,1,1942,30.2,56.6,65280,11.5,11.8,34.07,7.5,0,12127,90952.5
H09772,Oct,Autumn,250,205,82.0,615,27,3,47750,9435,545,545,530,521,14,10,673,1500,31,12,22,2,0,0,28.1,61.6,115005,0.9,1.1,49.68,8.56,0,15459,132329.04
H09773,Nov,Autumn,315,312,99.05,936,27,6,67410,13675,914,914,866,871,8,45,971,945,69,4,18,5,0,0,27.3,52.8,181584,8.7,8.9,121.42,7.86,0,25245,198425.7
H09774,Nov,Autumn,227,208,91.63,416,7,2,50621,8258,344,344,331,336,17,14,455,1362,40,9,25,1,1,700,22.3,69.1,84032,0.0,1.6,53.39,7.83,0,13605,106527.15
H09775,May,Summer,206,132,64.08,132,13,3,46350,10011,119,119,115,118,27,5,158,824,16,3,17,2,0,0,40.6,44.9,19272,1.5,2.4,32.72,9.35,1,8497,79446.95
H09776,Apr,Summer,292,268,91.78,1072,32,5,68328,12472,1007,1007,1002,992,40,39,1121,1752,31,18,25,7,0,0,41.6,53.6,219760,7.3,8.5,118.55,10.3,1,27995,288348.5
H09777,Jun,Monsoon,107,71,66.36,213,24,2,26750,3761,192,192,189,185,35,10,266,321,54,13,28,4,0,0,29.6,75.5,41535,2.9,5.4,33.95,10.09,1,9429,95138.61
H09778,Jun,Monsoon,300,300,100.0,900,35,3,56400,10837,841,841,817,811,13,6,966,1800,6,7,5,5,1,3310,31.3,93.3,125100,5.5,6.8,54.68,10.29,1,16773,172594.17
H09779,Jul,Monsoon,65,40,61.54,80,20,4,14560,2638,72,72,71,70,37,9,155,390,48,10,13,5,1,3029,28.1,89.8,13200,1.7,3.1,28.02,8.68,1,6026,52305.68
H09780,Nov,Autumn,339,260,76.7,780,16,8,66105,14485,666,666,652,635,11,15,823,2034,22,10,29,3,1,3121,24.6,52.6,106860,5.1,7.2,63.28,7.7,0,18504,142480.8
H09781,Feb,Winter,227,197,86.78,197,35,8,44265,9413,181,181,172,175,23,32,246,908,30,13,8,7,1,1386,24.6,50.3,42552,3.3,4.3,82.25,9.64,1,13708,132145.12
H09782,Sep,Monsoon,157,109,69.43,327,10,2,29045,5741,292,292,289,284,34,15,385,785,29,3,7,5,0,0,31.3,85.4,58533,4.3,4.8,58.35,7.01,0,11916,83531.16
H09783,Nov,Autumn,90,73,81.11,146,12,6,16290,2493,125,125,119,123,21,11,171,360,6,16,17,2,0,0,25.7,69.9,23506,6.8,9.7,38.1,9.23,1,7742,71458.66
H09784,Feb,Winter,64,64,100.0,192,3,2,14528,2744,181,181,179,176,17,0,214,384,20,16,16,4,1,2772,25.0,48.6,32640,1.6,3.0,29.35,6.55,1,5000,32750.0
H09785,Sep,Monsoon,262,225,85.88,450,29,3,64190,13112,370,370,358,363,16,22,477,1048,36,16,14,2,1,616,32.3,82.2,70200,2.4,2.8,67.37,7.08,0,15191,107552.28
